DIA;COMPRA;VENTA;;
23 Abr 2012;497.50;508.60;;
24 Abr 2012;497.81;508.95;;
25 Abr 2012;498.60;509.35;;
26 Abr 2012;498.93;509.61;;
27 Abr 2012;498.89;509.67;;
28 Abr 2012;498.54;509.59;;
29 Abr 2012;498.54;509.59;;
30 Abr 2012;498.54;509.59;;
1 May 2012;498.75;509.79;;
2 May 2012;498.75;509.79;;
3 May 2012;500.52;511.64;;
4 May 2012;502.05;513.07;;
5 May 2012;502.10;512.97;;
6 May 2012;502.10;512.97;;
7 May 2012;502.10;512.97;;
8 May 2012;502.08;512.94;;
9 May 2012;502.40;513.15;;
10 May 2012;501.54;512.45;;
11 May 2012;499.85;510.86;;
12 May 2012;499.17;510.33;;
13 May 2012;499.17;510.33;;
14 May 2012;499.17;510.33;;
15 May 2012;498.84;509.96;;
16 May 2012;498.82;509.88;;
17 May 2012;499.28;510.29;;
18 May 2012;499.28;510.23;;
19 May 2012;498.26;509.40;;
20 May 2012;498.26;509.40;;
21 May 2012;498.26;509.40;;
22 May 2012;498.23;509.31;;
23 May 2012;498.43;509.48;;
24 May 2012;498.42;509.56;;
25 May 2012;498.28;509.29;;
26 May 2012;498.08;509.32;;
27 May 2012;498.08;509.32;;
28 May 2012;498.08;509.32;;
29 May 2012;497.86;509.09;;
30 May 2012;496.72;507.89;;
31 May 2012;496.17;507.30;;
1 Jun 2012;496.18;507.29;;
2 Jun 2012;496.18;507.34;;
3 Jun 2012;496.18;507.34;;
4 Jun 2012;496.18;507.34;;
5 Jun 2012;497.36;508.40;;
6 Jun 2012;498.69;509.69;;
7 Jun 2012;498.73;509.68;;
8 Jun 2012;498.46;509.43;;
9 Jun 2012;497.71;508.79;;
10 Jun 2012;497.71;508.79;;
11 Jun 2012;497.71;508.79;;
12 Jun 2012;496.47;507.40;;
13 Jun 2012;496.03;506.97;;
14 Jun 2012;494.58;505.31;;
15 Jun 2012;493.31;504.15;;
16 Jun 2012;493.16;504.10;;
17 Jun 2012;493.16;504.10;;
18 Jun 2012;493.16;504.10;;
19 Jun 2012;493.11;503.93;;
20 Jun 2012;492.96;503.66;;
21 Jun 2012;492.83;503.42;;
22 Jun 2012;492.77;503.38;;
23 Jun 2012;492.65;503.30;;
24 Jun 2012;492.65;503.30;;
25 Jun 2012;492.65;503.30;;
26 Jun 2012;492.61;503.32;;
27 Jun 2012;492.53;503.41;;
28 Jun 2012;492.50;503.47;;
29 Jun 2012;492.55;503.58;;
30 Jun 2012;492.57;503.85;;
1 Jul 2012;492.57;503.85;;
2 Jul 2012;492.57;503.85;;
3 Jul 2012;492.68;503.82;;
4 Jul 2012;495.85;506.74;;
5 Jul 2012;497.77;508.62;;
6 Jul 2012;497.97;508.68;;
7 Jul 2012;497.91;508.73;;
8 Jul 2012;497.91;508.73;;
9 Jul 2012;497.91;508.73;;
10 Jul 2012;497.91;508.72;;
11 Jul 2012;497.15;507.90;;
12 Jul 2012;495.64;506.43;;
13 Jul 2012;494.60;505.52;;
14 Jul 2012;494.14;505.00;;
15 Jul 2012;494.14;505.00;;
16 Jul 2012;494.14;505.00;;
17 Jul 2012;494.21;505.29;;
18 Jul 2012;494.17;505.19;;
19 Jul 2012;494.25;505.14;;
20 Jul 2012;494.31;505.12;;
21 Jul 2012;494.43;505.18;;
22 Jul 2012;494.43;505.18;;
23 Jul 2012;494.43;505.18;;
24 Jul 2012;494.56;505.28;;
25 Jul 2012;495.71;506.32;;
26 Jul 2012;495.71;506.32;;
27 Jul 2012;495.18;505.99;;
28 Jul 2012;495.11;506.08;;
29 Jul 2012;495.11;506.08;;
30 Jul 2012;495.11;506.08;;
31 Jul 2012;495.11;505.98;;
1 Ago 2012;495.03;505.82;;
2 Ago 2012;495.09;505.89;;
3 Ago 2012;495.09;505.89;;
4 Ago 2012;495.47;506.10;;
5 Ago 2012;495.47;506.10;;
6 Ago 2012;495.47;506.10;;
7 Ago 2012;495.40;506.05;;
8 Ago 2012;495.39;506.19;;
9 Ago 2012;495.36;506.09;;
10 Ago 2012;494.52;505.22;;
11 Ago 2012;494.38;505.23;;
12 Ago 2012;494.38;505.23;;
13 Ago 2012;494.38;505.23;;
14 Ago 2012;494.29;505.21;;
15 Ago 2012;494.22;505.09;;
16 Ago 2012;494.22;505.09;;
17 Ago 2012;494.15;504.89;;
18 Ago 2012;493.81;504.34;;
19 Ago 2012;493.81;504.34;;
20 Ago 2012;493.81;504.34;;
21 Ago 2012;492.86;503.14;;
22 Ago 2012;492.75;503.10;;
23 Ago 2012;492.77;503.15;;
24 Ago 2012;492.84;503.11;;
25 Ago 2012;492.82;503.15;;
26 Ago 2012;492.82;503.15;;
27 Ago 2012;492.82;503.15;;
28 Ago 2012;492.72;503.21;;
29 Ago 2012;492.67;503.26;;
30 Ago 2012;492.65;503.24;;
31 Ago 2012;492.65;503.22;;
1 Set 2012;492.65;503.34;;
2 Set 2012;492.65;503.34;;
3 Set 2012;492.65;503.34;;
4 Set 2012;492.67;503.32;;
5 Set 2012;492.61;503.51;;
6 Set 2012;492.62;503.53;;
7 Set 2012;492.53;503.29;;
8 Set 2012;492.56;503.38;;
9 Set 2012;492.56;503.38;;
10 Set 2012;492.56;503.38;;
11 Set 2012;492.66;503.45;;
12 Set 2012;492.63;503.37;;
13 Set 2012;492.67;503.37;;
14 Set 2012;492.63;503.17;;
15 Set 2012;492.62;503.20;;
16 Set 2012;492.62;503.20;;
17 Set 2012;492.62;503.20;;
18 Set 2012;492.67;503.36;;
19 Set 2012;492.63;503.40;;
20 Set 2012;492.66;503.41;;
21 Set 2012;492.65;503.28;;
22 Set 2012;492.68;503.31;;
23 Set 2012;492.68;503.31;;
24 Set 2012;492.68;503.31;;
25 Set 2012;492.71;503.24;;
26 Set 2012;492.68;503.28;;
27 Set 2012;492.65;503.35;;
28 Set 2012;492.49;503.26;;
29 Set 2012;492.42;503.31;;
30 Set 2012;492.42;503.31;;
1 Oct 2012;492.42;503.31;;
2 Oct 2012;492.41;503.30;;
3 Oct 2012;492.42;503.19;;
4 Oct 2012;492.46;503.07;;
5 Oct 2012;492.44;503.04;;
6 Oct 2012;492.38;503.00;;
7 Oct 2012;492.38;503.00;;
8 Oct 2012;492.38;503.00;;
9 Oct 2012;492.39;503.11;;
10 Oct 2012;492.33;503.17;;
11 Oct 2012;492.38;503.21;;
12 Oct 2012;492.41;503.22;;
13 Oct 2012;492.39;503.20;;
14 Oct 2012;492.39;503.20;;
15 Oct 2012;492.39;503.20;;
16 Oct 2012;492.39;503.20;;
17 Oct 2012;492.44;503.24;;
18 Oct 2012;492.42;503.26;;
19 Oct 2012;492.50;503.19;;
20 Oct 2012;492.42;503.21;;
21 Oct 2012;492.42;503.21;;
22 Oct 2012;492.42;503.21;;
23 Oct 2012;492.43;503.22;;
24 Oct 2012;492.46;503.23;;
25 Oct 2012;492.42;503.41;;
26 Oct 2012;492.39;503.37;;
27 Oct 2012;492.35;503.26;;
28 Oct 2012;492.35;503.26;;
29 Oct 2012;492.35;503.26;;
30 Oct 2012;492.35;503.24;;
31 Oct 2012;492.46;503.24;;
1 Nov 2012;496.80;507.79;;
2 Nov 2012;498.22;509.23;;
3 Nov 2012;496.20;507.21;;
4 Nov 2012;496.20;507.21;;
5 Nov 2012;496.20;507.21;;
6 Nov 2012;494.36;505.23;;
7 Nov 2012;494.30;505.23;;
8 Nov 2012;494.26;505.24;;
9 Nov 2012;494.16;505.29;;
10 Nov 2012;494.14;505.21;;
11 Nov 2012;494.14;505.21;;
12 Nov 2012;494.14;505.21;;
13 Nov 2012;494.21;505.21;;
14 Nov 2012;494.16;505.15;;
15 Nov 2012;494.19;505.12;;
16 Nov 2012;494.18;505.24;;
17 Nov 2012;494.02;505.24;;
18 Nov 2012;494.02;505.24;;
19 Nov 2012;494.02;505.24;;
20 Nov 2012;494.23;505.18;;
21 Nov 2012;494.19;505.14;;
22 Nov 2012;494.20;505.11;;
23 Nov 2012;494.17;505.12;;
24 Nov 2012;494.18;505.27;;
25 Nov 2012;494.18;505.27;;
26 Nov 2012;494.18;505.27;;
27 Nov 2012;493.27;503.66;;
28 Nov 2012;492.85;503.32;;
29 Nov 2012;492.82;503.32;;
30 Nov 2012;492.81;503.17;;
1 Dic 2012;492.82;503.28;;
2 Dic 2012;492.82;503.28;;
3 Dic 2012;492.82;503.28;;
4 Dic 2012;492.89;503.45;;
5 Dic 2012;492.88;503.34;;
6 Dic 2012;492.87;503.26;;
7 Dic 2012;492.90;503.19;;
8 Dic 2012;492.87;503.02;;
9 Dic 2012;492.87;503.02;;
10 Dic 2012;492.87;503.02;;
11 Dic 2012;492.89;503.07;;
12 Dic 2012;492.88;503.21;;
13 Dic 2012;492.85;503.17;;
14 Dic 2012;492.88;503.41;;
15 Dic 2012;492.89;503.51;;
16 Dic 2012;492.89;503.51;;
17 Dic 2012;492.89;503.51;;
18 Dic 2012;492.91;503.54;;
19 Dic 2012;492.86;503.54;;
20 Dic 2012;492.84;503.32;;
21 Dic 2012;492.83;503.22;;
22 Dic 2012;492.33;503.39;;
23 Dic 2012;492.33;503.39;;
24 Dic 2012;492.33;503.39;;
25 Dic 2012;494.18;505.85;;
26 Dic 2012;494.18;505.85;;
27 Dic 2012;498.91;510.71;;
28 Dic 2012;503.58;515.40;;
29 Dic 2012;502.07;514.32;;
30 Dic 2012;502.07;514.32;;
31 Dic 2012;502.07;514.32;;
1 Ene 2013;502.07;514.32;;
2 Ene 2013;502.07;514.32;;
3 Ene 2013;498.36;509.59;;
4 Ene 2013;498.35;509.49;;
5 Ene 2013;498.39;509.43;;
6 Ene 2013;498.39;509.43;;
7 Ene 2013;498.39;509.43;;
8 Ene 2013;497.64;508.59;;
9 Ene 2013;496.45;507.47;;
10 Ene 2013;493.94;504.74;;
11 Ene 2013;492.78;503.67;;
12 Ene 2013;492.26;503.03;;
13 Ene 2013;492.26;503.03;;
14 Ene 2013;492.26;503.03;;
15 Ene 2013;491.89;502.77;;
16 Ene 2013;491.84;502.62;;
17 Ene 2013;491.87;502.71;;
18 Ene 2013;491.86;502.59;;
19 Ene 2013;491.86;502.61;;
20 Ene 2013;491.86;502.61;;
21 Ene 2013;491.86;502.61;;
22 Ene 2013;495.41;506.25;;
23 Ene 2013;495.79;506.57;;
24 Ene 2013;496.42;507.18;;
25 Ene 2013;496.47;507.26;;
26 Ene 2013;495.89;506.71;;
27 Ene 2013;495.89;506.71;;
28 Ene 2013;495.89;506.71;;
29 Ene 2013;495.61;506.47;;
30 Ene 2013;495.30;506.36;;
31 Ene 2013;496.32;507.00;;
1 Feb 2013;496.87;508.11;;
2 Feb 2013;496.68;507.81;;
3 Feb 2013;496.68;507.81;;
4 Feb 2013;496.68;507.81;;
5 Feb 2013;496.74;507.66;;
6 Feb 2013;496.68;507.59;;
7 Feb 2013;496.61;507.51;;
8 Feb 2013;496.53;507.42;;
9 Feb 2013;496.27;507.24;;
10 Feb 2013;496.27;507.24;;
11 Feb 2013;496.27;507.24;;
12 Feb 2013;496.25;507.20;;
13 Feb 2013;496.25;507.29;;
14 Feb 2013;496.28;507.25;;
15 Feb 2013;496.31;507.19;;
16 Feb 2013;495.79;506.86;;
17 Feb 2013;495.79;506.86;;
18 Feb 2013;495.79;506.86;;
19 Feb 2013;495.95;506.75;;
20 Feb 2013;495.95;506.81;;
21 Feb 2013;495.94;506.88;;
22 Feb 2013;496.01;506.90;;
23 Feb 2013;495.93;507.00;;
24 Feb 2013;495.93;507.00;;
25 Feb 2013;495.93;507.00;;
26 Feb 2013;496.07;507.08;;
27 Feb 2013;495.94;506.91;;
28 Feb 2013;495.73;506.84;;
29 Feb 2013;;;;
1 Mar 2013;495.55;506.92;;
2 Mar 2013;495.34;506.86;;
3 Mar 2013;495.34;506.86;;
4 Mar 2013;495.34;506.86;;
5 Mar 2013;494.72;506.25;;
6 Mar 2013;494.71;505.86;;
7 Mar 2013;494.76;505.82;;
8 Mar 2013;494.79;505.70;;
9 Mar 2013;493.66;504.59;;
10 Mar 2013;493.66;504.59;;
11 Mar 2013;493.66;504.59;;
12 Mar 2013;493.11;504.04;;
13 Mar 2013;493.01;503.98;;
14 Mar 2013;493.03;503.99;;
15 Mar 2013;492.97;503.82;;
16 Mar 2013;492.93;503.87;;
17 Mar 2013;492.93;503.87;;
18 Mar 2013;492.93;503.87;;
19 Mar 2013;492.96;503.91;;
20 Mar 2013;492.92;503.80;;
21 Mar 2013;492.90;503.80;;
22 Mar 2013;492.89;503.67;;
23 Mar 2013;492.72;503.69;;
24 Mar 2013;492.72;503.69;;
25 Mar 2013;492.72;503.69;;
26 Mar 2013;492.72;503.79;;
27 Mar 2013;492.69;503.82;;
28 Mar 2013;492.72;504.65;;
29 Mar 2013;492.72;504.65;;
30 Mar 2013;492.72;504.65;;
31 Mar 2013;492.72;504.65;;
1 Abr 2013;492.72;504.65;;
2 Abr 2013;492.72;503.85;;
3 Abr 2013;492.65;503.89;;
4 Abr 2013;494.38;505.62;;
5 Abr 2013;494.58;505.79;;
6 Abr 2013;494.65;505.72;;
7 Abr 2013;494.65;505.72;;
8 Abr 2013;494.65;505.72;;
9 Abr 2013;494.49;505.51;;
10 Abr 2013;494.48;505.53;;
11 Abr 2013;494.39;505.42;;
12 Abr 2013;494.39;505.42;;
13 Abr 2013;493.93;505.06;;
14 Abr 2013;493.93;505.06;;
15 Abr 2013;493.93;505.06;;
16 Abr 2013;493.38;504.34;;
17 Abr 2013;493.34;504.28;;
18 Abr 2013;493.35;504.38;;
19 Abr 2013;493.34;504.44;;
20 Abr 2013;492.26;503.29;;
21 Abr 2013;492.26;503.29;;
22 Abr 2013;492.26;503.29;;
23 Abr 2013;492.31;503.10;;
24 Abr 2013;491.97;502.63;;
25 Abr 2013;493.26;504.19;;
26 Abr 2013;493.30;504.31;;
27 Abr 2013;493.29;504.40;;
28 Abr 2013;493.29;504.40;;
29 Abr 2013;493.29;504.40;;
30 Abr 2013;493.36;504.46;;
1 May 2013;493.44;504.67;;
2 May 2013;493.44;504.67;;
3 May 2013;493.51;504.68;;
4 May 2013;493.51;504.68;;
5 May 2013;493.51;504.68;;
6 May 2013;493.51;504.68;;
7 May 2013;494.02;505.09;;
8 May 2013;494.08;505.07;;
9 May 2013;493.99;504.96;;
10 May 2013;493.67;504.57;;
11 May 2013;493.38;504.25;;
12 May 2013;493.38;504.25;;
13 May 2013;493.38;504.25;;
14 May 2013;493.43;504.40;;
15 May 2013;493.42;504.23;;
16 May 2013;493.43;504.27;;
17 May 2013;493.43;504.35;;
18 May 2013;493.44;504.31;;
19 May 2013;493.44;504.31;;
20 May 2013;493.44;504.31;;
21 May 2013;493.47;504.31;;
22 May 2013;493.45;504.27;;
23 May 2013;493.71;504.40;;
24 May 2013;494.34;505.21;;
25 May 2013;494.22;505.03;;
26 May 2013;494.22;505.03;;
27 May 2013;494.22;505.03;;
28 May 2013;493.35;504.02;;
29 May 2013;493.19;503.96;;
30 May 2013;493.20;504.13;;
31 May 2013;493.22;504.20;;
1 Jun 2013;493.19;504.38;;
2 Jun 2013;493.19;504.38;;
3 Jun 2013;493.19;504.38;;
4 Jun 2013;493.19;504.38;;
5 Jun 2013;493.22;504.40;;
6 Jun 2013;493.51;504.51;;
7 Jun 2013;493.47;504.49;;
8 Jun 2013;493.44;504.41;;
9 Jun 2013;493.44;504.41;;
10 Jun 2013;493.44;504.41;;
11 Jun 2013;493.31;504.35;;
12 Jun 2013;493.26;504.40;;
13 Jun 2013;493.40;504.52;;
14 Jun 2013;493.31;504.41;;
15 Jun 2013;493.11;504.17;;
16 Jun 2013;493.11;504.17;;
17 Jun 2013;493.11;504.17;;
18 Jun 2013;493.10;504.13;;
19 Jun 2013;493.03;504.06;;
20 Jun 2013;493.01;504.05;;
21 Jun 2013;493.15;504.17;;
22 Jun 2013;493.67;504.71;;
23 Jun 2013;493.67;504.71;;
24 Jun 2013;493.67;504.71;;
25 Jun 2013;493.73;504.77;;
26 Jun 2013;493.72;504.67;;
27 Jun 2013;493.68;504.68;;
28 Jun 2013;493.52;504.85;;
29 Jun 2013;493.03;504.53;;
30 Jun 2013;493.03;504.53;;
1 Jul 2013;493.03;504.53;;
2 Jul 2013;493.15;504.53;;
3 Jul 2013;493.16;504.48;;
4 Jul 2013;493.21;504.32;;
5 Jul 2013;493.25;504.37;;
6 Jul 2013;493.23;504.38;;
7 Jul 2013;493.23;504.38;;
8 Jul 2013;493.23;504.38;;
9 Jul 2013;493.29;504.36;;
10 Jul 2013;493.01;504.34;;
11 Jul 2013;493.03;504.31;;
12 Jul 2013;492.99;504.33;;
13 Jul 2013;493.17;504.38;;
14 Jul 2013;493.17;504.38;;
15 Jul 2013;493.17;504.38;;
16 Jul 2013;493.05;504.48;;
17 Jul 2013;493.00;504.46;;
18 Jul 2013;493.01;504.41;;
19 Jul 2013;492.99;504.25;;
20 Jul 2013;493.01;504.24;;
21 Jul 2013;493.01;504.24;;
22 Jul 2013;493.01;504.24;;
23 Jul 2013;493.03;504.30;;
24 Jul 2013;492.96;504.50;;
25 Jul 2013;492.95;504.46;;
26 Jul 2013;492.95;504.46;;
27 Jul 2013;492.95;504.50;;
28 Jul 2013;492.95;504.50;;
29 Jul 2013;492.95;504.50;;
30 Jul 2013;492.94;504.45;;
31 Jul 2013;492.99;504.44;;
1 Ago 2013;492.99;504.51;;
2 Ago 2013;492.98;504.52;;
3 Ago 2013;492.98;504.52;;
4 Ago 2013;492.98;504.52;;
5 Ago 2013;492.98;504.52;;
6 Ago 2013;492.98;504.57;;
7 Ago 2013;492.90;504.79;;
8 Ago 2013;492.90;504.73;;
9 Ago 2013;492.89;504.71;;
10 Ago 2013;492.89;504.73;;
11 Ago 2013;492.89;504.73;;
12 Ago 2013;492.89;504.73;;
13 Ago 2013;493.01;504.78;;
14 Ago 2013;492.96;504.86;;
15 Ago 2013;492.94;504.86;;
16 Ago 2013;492.94;504.86;;
17 Ago 2013;492.96;504.87;;
18 Ago 2013;492.96;504.87;;
19 Ago 2013;492.96;504.87;;
20 Ago 2013;492.93;504.79;;
21 Ago 2013;492.94;504.80;;
22 Ago 2013;492.94;504.79;;
23 Ago 2013;492.91;504.99;;
24 Ago 2013;493.03;505.27;;
25 Ago 2013;493.03;505.27;;
26 Ago 2013;493.03;505.27;;
27 Ago 2013;492.99;505.09;;
28 Ago 2013;492.96;505.06;;
29 Ago 2013;493.00;505.08;;
30 Ago 2013;494.56;506.89;;
31 Ago 2013;497.14;510.03;;
1 Set 2013;497.14;510.03;;
2 Set 2013;497.14;510.03;;
3 Set 2013;497.20;510.11;;
4 Set 2013;495.24;507.46;;
5 Set 2013;495.58;507.79;;
6 Set 2013;496.15;508.28;;
7 Set 2013;496.68;508.79;;
8 Set 2013;496.68;508.79;;
9 Set 2013;496.68;508.79;;
10 Set 2013;496.97;509.13;;
11 Set 2013;496.62;509.01;;
12 Set 2013;495.12;507.40;;
13 Set 2013;494.97;507.28;;
14 Set 2013;494.82;507.18;;
15 Set 2013;494.82;507.18;;
16 Set 2013;494.82;507.18;;
17 Set 2013;494.16;506.50;;
18 Set 2013;495.85;508.14;;
19 Set 2013;495.34;507.48;;
20 Set 2013;493.76;505.88;;
21 Set 2013;493.48;505.61;;
22 Set 2013;493.48;505.61;;
23 Set 2013;493.48;505.61;;
24 Set 2013;494.43;506.86;;
25 Set 2013;494.52;506.99;;
26 Set 2013;494.32;506.56;;
27 Set 2013;493.65;505.82;;
28 Set 2013;493.51;505.57;;
29 Set 2013;493.51;505.57;;
30 Set 2013;493.51;505.57;;
1 Oct 2013;493.57;505.67;;
2 Oct 2013;493.48;505.68;;
3 Oct 2013;493.69;505.86;;
4 Oct 2013;493.64;505.85;;
5 Oct 2013;493.61;505.83;;
6 Oct 2013;493.61;505.83;;
7 Oct 2013;493.61;505.83;;
8 Oct 2013;494.84;506.95;;
9 Oct 2013;494.99;507.08;;
10 Oct 2013;494.79;506.90;;
11 Oct 2013;494.72;506.86;;
12 Oct 2013;494.71;506.81;;
13 Oct 2013;494.71;506.81;;
14 Oct 2013;494.71;506.81;;
15 Oct 2013;493.88;505.99;;
16 Oct 2013;493.64;505.80;;
17 Oct 2013;493.94;506.08;;
18 Oct 2013;493.92;506.06;;
19 Oct 2013;493.94;506.07;;
20 Oct 2013;493.94;506.07;;
21 Oct 2013;493.94;506.07;;
22 Oct 2013;493.95;506.08;;
23 Oct 2013;493.86;505.98;;
24 Oct 2013;493.71;506.00;;
25 Oct 2013;493.70;506.04;;
26 Oct 2013;493.60;506.02;;
27 Oct 2013;493.60;506.02;;
28 Oct 2013;493.60;506.02;;
29 Oct 2013;493.71;506.05;;
30 Oct 2013;493.61;505.97;;
31 Oct 2013;493.64;506.02;;
1 Nov 2013;493.73;506.01;;
2 Nov 2013;493.68;506.00;;
3 Nov 2013;493.68;506.00;;
4 Nov 2013;493.68;506.00;;
5 Nov 2013;494.15;506.37;;
6 Nov 2013;494.23;506.43;;
7 Nov 2013;494.43;506.65;;
8 Nov 2013;494.43;506.64;;
9 Nov 2013;494.07;506.20;;
10 Nov 2013;494.07;506.20;;
11 Nov 2013;494.07;506.20;;
12 Nov 2013;493.69;505.91;;
13 Nov 2013;493.61;505.88;;
14 Nov 2013;493.62;505.88;;
15 Nov 2013;492.49;505.88;;
16 Nov 2013;493.61;505.88;;
17 Nov 2013;493.61;505.88;;
18 Nov 2013;493.61;505.88;;
19 Nov 2013;493.70;505.89;;
20 Nov 2013;493.63;505.86;;
21 Nov 2013;493.15;505.36;;
22 Nov 2013;492.86;505.03;;
23 Nov 2013;493.34;505.53;;
24 Nov 2013;493.34;505.53;;
25 Nov 2013;493.34;505.53;;
26 Nov 2013;493.45;505.55;;
27 Nov 2013;493.35;505.50;;
28 Nov 2013;493.14;505.27;;
29 Nov 2013;492.96;505.08;;
30 Nov 2013;492.93;505.13;;
1 Dic 2013;492.93;505.13;;
2 Dic 2013;492.93;505.13;;
3 Dic 2013;493.00;505.13;;
4 Dic 2013;492.92;505.07;;
5 Dic 2013;492.87;505.17;;
6 Dic 2013;492.88;505.11;;
7 Dic 2013;492.85;505.08;;
8 Dic 2013;492.85;505.08;;
9 Dic 2013;492.85;505.08;;
10 Dic 2013;492.89;505.11;;
11 Dic 2013;492.83;505.11;;
12 Dic 2013;492.63;504.96;;
13 Dic 2013;492.62;504.88;;
14 Dic 2013;492.62;504.88;;
15 Dic 2013;492.62;504.88;;
16 Dic 2013;492.62;504.88;;
17 Dic 2013;492.72;504.92;;
18 Dic 2013;493.28;505.50;;
19 Dic 2013;493.30;505.77;;
20 Dic 2013;493.29;505.78;;
21 Dic 2013;493.49;505.96;;
22 Dic 2013;493.49;505.96;;
23 Dic 2013;493.49;505.96;;
24 Dic 2013;494.46;507.17;;
25 Dic 2013;495.45;508.33;;
26 Dic 2013;495.45;508.33;;
27 Dic 2013;495.59;508.52;;
28 Dic 2013;494.92;507.90;;
29 Dic 2013;494.92;507.90;;
30 Dic 2013;494.92;507.90;;
31 Dic 2013;495.01;507.80;;
1 Ene 2014;495.01;507.80;;
2 Ene 2014;495.01;507.80;;
3 Ene 2014;494.89;507.95;;
4 Ene 2014;495.45;508.65;;
5 Ene 2014;495.45;508.65;;
6 Ene 2014;495.45;508.65;;
7 Ene 2014;496.64;509.68;;
8 Ene 2014;496.28;509.20;;
9 Ene 2014;493.82;506.73;;
10 Ene 2014;493.62;506.30;;
11 Ene 2014;493.13;505.82;;
12 Ene 2014;493.13;505.82;;
13 Ene 2014;493.13;505.82;;
14 Ene 2014;494.47;507.23;;
15 Ene 2014;494.84;507.67;;
16 Ene 2014;494.86;507.51;;
17 Ene 2014;494.85;507.56;;
18 Ene 2014;494.74;507.47;;
19 Ene 2014;494.74;507.47;;
20 Ene 2014;494.74;507.47;;
21 Ene 2014;495.02;507.88;;
22 Ene 2014;495.55;508.29;;
23 Ene 2014;497.53;510.34;;
24 Ene 2014;497.92;510.77;;
25 Ene 2014;499.92;512.54;;
26 Ene 2014;499.92;512.54;;
27 Ene 2014;499.92;512.54;;
28 Ene 2014;499.77;512.36;;
29 Ene 2014;498.58;511.08;;
30 Ene 2014;505.12;518.14;;
31 Ene 2014;505.39;519.63;;
1 Feb 2014;506.37;520.60;;
2 Feb 2014;506.37;520.60;;
3 Feb 2014;506.37;520.60;;
4 Feb 2014;510.15;524.82;;
5 Feb 2014;510.23;524.74;;
6 Feb 2014;514.76;529.39;;
7 Feb 2014;518.51;533.25;;
8 Feb 2014;513.97;528.56;;
9 Feb 2014;513.97;528.56;;
10 Feb 2014;513.97;528.56;;
11 Feb 2014;514.21;528.48;;
12 Feb 2014;516.79;530.88;;
13 Feb 2014;517.06;531.24;;
14 Feb 2014;517.15;531.28;;
15 Feb 2014;517.07;531.32;;
16 Feb 2014;517.07;531.32;;
17 Feb 2014;517.07;531.32;;
18 Feb 2014;517.52;531.62;;
19 Feb 2014;517.23;531.51;;
20 Feb 2014;519.12;533.45;;
21 Feb 2014;522.68;537.02;;
22 Feb 2014;526.24;540.45;;
23 Feb 2014;526.24;540.45;;
24 Feb 2014;526.24;540.45;;
25 Feb 2014;532.13;546.28;;
26 Feb 2014;532.10;546.22;;
27 Feb 2014;536.22;550.77;;
28 Feb 2014;538.58;553.54;;
29 Feb 2014;;;;
1 Mar 2014;539.09;553.55;;
2 Mar 2014;539.09;553.55;;
3 Mar 2014;539.09;553.55;;
4 Mar 2014;542.53;557.11;;
5 Mar 2014;545.95;560.75;;
6 Mar 2014;549.43;564.17;;
7 Mar 2014;552.15;567.23;;
8 Mar 2014;555.79;570.79;;
9 Mar 2014;555.79;570.79;;
10 Mar 2014;555.79;570.79;;
11 Mar 2014;557.16;571.85;;
12 Mar 2014;557.62;572.44;;
13 Mar 2014;555.28;570.02;;
14 Mar 2014;541.20;558.73;;
15 Mar 2014;531.86;549.87;;
16 Mar 2014;531.86;549.87;;
17 Mar 2014;531.86;549.87;;
18 Mar 2014;531.88;548.96;;
19 Mar 2014;532.99;548.80;;
20 Mar 2014;533.05;548.77;;
21 Mar 2014;535.38;550.88;;
22 Mar 2014;539.55;554.54;;
23 Mar 2014;539.55;554.54;;
24 Mar 2014;539.55;554.54;;
25 Mar 2014;538.77;553.61;;
26 Mar 2014;538.42;553.29;;
27 Mar 2014;537.83;552.84;;
28 Mar 2014;538.44;553.53;;
29 Mar 2014;538.34;553.63;;
30 Mar 2014;538.34;553.63;;
31 Mar 2014;538.34;553.63;;
1 Abr 2014;538.59;553.57;;
2 Abr 2014;540.13;555.20;;
3 Abr 2014;544.01;558.95;;
4 Abr 2014;544.50;559.39;;
5 Abr 2014;542.81;557.83;;
6 Abr 2014;542.81;557.83;;
7 Abr 2014;542.81;557.83;;
8 Abr 2014;542.89;557.65;;
9 Abr 2014;542.70;557.56;;
10 Abr 2014;542.80;557.62;;
11 Abr 2014;542.22;557.11;;
12 Abr 2014;542.22;557.11;;
13 Abr 2014;542.22;557.11;;
14 Abr 2014;542.22;557.11;;
15 Abr 2014;536.29;551.30;;
16 Abr 2014;535.79;550.75;;
17 Abr 2014;535.18;550.88;;
18 Abr 2014;535.18;550.88;;
19 Abr 2014;535.18;550.88;;
20 Abr 2014;535.18;550.88;;
21 Abr 2014;535.18;550.88;;
22 Abr 2014;537.50;552.53;;
23 Abr 2014;540.59;555.55;;
24 Abr 2014;540.65;555.64;;
25 Abr 2014;540.36;555.40;;
26 Abr 2014;540.70;555.66;;
27 Abr 2014;540.70;555.66;;
28 Abr 2014;540.70;555.66;;
29 Abr 2014;540.83;555.79;;
30 Abr 2014;540.67;556.16;;
1 May 2014;544.65;559.58;;
2 May 2014;544.65;559.58;;
3 May 2014;544.82;559.63;;
4 May 2014;544.82;559.63;;
5 May 2014;544.82;559.63;;
6 May 2014;546.32;561.06;;
7 May 2014;546.89;561.58;;
